level_1_href	level_2	item_name	value
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Антрекот из говядины	689.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк из телятины Мираторг Фитнес бескостный категория А охлаждённый, 350г	499.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мясо есть! Тип без кости категория А охлаждённый, 200г	279.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Black Angus Стриплойн без кости категория А охлаждённый, 320г	779.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Чак Ролл Black Angus без кости категория А охлаждённый, 570г	879.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Праймбиф Минутка без кости категория А охлаждённый, 400г	599.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Black Angus Рибай без кости категория А охлаждённый, 320г	1 199.00
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Веско Мачете охлаждённый, 200г	309.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мясо есть! Рибай без кости категория А охлаждённый, 250г	409.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Black Angus Вегас без кости категория А охлаждённый, 480г	499.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Рибай охлаждённый, 500г	919.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк из говядины Мираторг Рибай, 330г	879.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мясо есть! Чак Ролл без кости категория А охлаждённый, 300г	429.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк говяжий Мираторг Топ Блейд без кости категория А охлаждённый, 460г	779.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк из ягнятины Мираторг Dorper из костреца охлаждённый, 500г	599.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк Веско Классический из говядины бескостный категории А, 300г	369.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк Taurus Топ Блейд из говядины категории А охлажденный, 300г	519.99
https://www.perekrestok.ru/cat/c/142/govadina	Стейк	Стейк Веско Филе-Миньон из говядины категории А, 240г	679.99
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Задняя часть говяжья Перекрёсток без кости	749.99
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Говядина Перекрёсток духовая без кости	769.99
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Огузок говяжий Перекрёсток без кости	799.00
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Огузок говяжий Мираторг Black Angus охлаждённый, 800г	939.99
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Медальоны говяжьи Мираторг из яблочка охлаждённые, 490г	639.99
https://www.perekrestok.ru/cat/c/142/govadina	Бедро	Бедро говяжье Мираторг Black Angus мякоть охлаждённое, 800г	939.99
https://www.perekrestok.ru/cat/c/142/govadina	Вырезка	Стриплоин с костью	769.99
https://www.perekrestok.ru/cat/c/142/govadina	Вырезка	Мякоть телятины Мираторг для тушения категория А охлаждённая, 600г	599.00
https://www.perekrestok.ru/cat/c/142/govadina	Вырезка	Говядина Мясо есть для запекания в маринаде категории Б охлажденная, 400г	399.99
https://www.perekrestok.ru/cat/c/142/govadina	Вырезка	Говядина Primedeef Мраморная для ростбифа категории А, 700г	959.00
https://www.perekrestok.ru/cat/c/142/govadina	Лопатка	Лопаточная часть говяжья Перекрёсток без кости	619.99
https://www.perekrestok.ru/cat/c/142/govadina	Лопатка	Лопатка говяжья Перекрёсток на кости	639.99
https://www.perekrestok.ru/cat/c/142/govadina	Шейка	Шейная часть говяжья Перекрёсток без кости	579.99
https://www.perekrestok.ru/cat/c/142/govadina	Шейка	Шейный отруб говяжий на кости охлаждённый	609.99
https://www.perekrestok.ru/cat/c/142/govadina	Голяшка	Мясо говяжье Перекрёсток для бульона без кости	539.99
https://www.perekrestok.ru/cat/c/142/govadina	Грудинка	Грудинка говяжья Перекрёсток для харчо	499.99
https://www.perekrestok.ru/cat/c/142/govadina	Грудинка	Бекон из мраморной говядины Мираторг охлаждённый, 190г	189.00
https://www.perekrestok.ru/cat/c/142/govadina	Остальное	Гуляш из говядины Перекрёсток	739.99
https://www.perekrestok.ru/cat/c/142/govadina	Остальное	Азу говяжье	759.99
https://www.perekrestok.ru/cat/c/142/govadina	Остальное	Рагу из говядины суповое	439.99
https://www.perekrestok.ru/cat/c/142/govadina	Остальное	Гуляш из говядины Эколь Халяль, 400г	339.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Бургер из говядины Мираторг охлаждённый, 200г	159.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Фитнес бургер из телятины Мираторг рубленый охлаждённый, 360г	289.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Шарики куриные Первая Свежесть охлаждённые, 450г	159.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты свино-говяжие Черкизово домашние охлаждённые, 400г	179.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Фрикадельки Черкизово, 360г	159.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты из говядины Мираторг категории Б, 400г	259.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты из индейки Индилайт Домашние охлаждённые, 450г	139.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Фрикадельки из свинины Ближние Горки охлаждённые, 360г	189.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты куриные Петелинка сливочные куриные, 500г	199.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Мини-котлеты Мираторг из телятины категория А охлаждённые, 200г	169.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Тефтели Индилайт рубленые из индейки охлаждённые, 330г	164.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Бургер из мраморной говядины Мираторг классический охлаждённый 2шт, 360г	269.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты Ближние Горки домашние охлаждённые, 400г	189.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлета Eggan Вегбургер растительная со вкусом говядины, 70г	189.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлеты телячьи Мясо Есть! для бургеров категории Б охлаждённые, 200г	169.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Бифштекс говяжий Самсон рубленый диетический категории А, 180г	179.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Фрикадельки Веско Почемучка из телятины категории Б охлажденные, 300г	329.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Котлеты	Котлета Taurus Dry Aged бургерная из говядины охлажденная, 320г	309.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Колбаски из говядины Мираторг Чевапчичи, 300г	149.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Колбаски из свинины Мираторг для жарки категории Б охлаждённые, 400г	209.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Чевапчичи из свинины Ближние Горки охлаждённые, 300г	169.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Мини колбаски Троекурово Курбаски куриные охлаждённые, 450г	209.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Колбаски Самсон Саксонскиес говядиной и Мюнхенские свиные категории Б охлажденные, 400г	279.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Колбаски свиные Ближние Горки шашлычные, 400г	194.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Колбаски	Колбаски свино-говяжие Мираторг для гриля охлаждённые, 400г	199.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Колбаски из говядины Мираторг Чевапчичи, 300г	149.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Колбаски из свинины Мираторг для жарки категории Б охлаждённые, 400г	209.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Мини колбаски Троекурово Курбаски куриные охлаждённые, 450г	209.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Купаты Деликатесные, 350г	189.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Колбаски Самсон Саксонскиес говядиной и Мюнхенские свиные категории Б охлажденные, 400г	279.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Колбаски свиные Ближние Горки шашлычные, 400г	194.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Колбаски свино-говяжие Мираторг для гриля охлаждённые, 400г	199.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Купаты	Ассорти колбасок Черкизово Баварские + Чоризо, 540г	289.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык Перекрёсток по-московски охлаждённый	349.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык Перекрёсток любительский охлаждённый	289.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Бедро куриное Перекрёсток в маринаде	279.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Голень куриная Перекрёсток в маринаде	289.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык из свиной шейки Перекрёсток охлаждённый	569.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык из свинины	349.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык куриный Перекрёсток в кефире мясокостный	219.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Цыплёнок табака Своя охлаждённый	229.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шейка свиная Черкизово в маринаде для запекания охлаждённая	639.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Цыплята табака Рококо в обсыпке охлаждённые	309.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык из свиного окорока в брусничном маринаде	399.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлычок Нежность из индейки	439.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Шашлык из свиной лопатки Перекрёсток в можжевеловом маринаде	389.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шашлык	Окорок Ближние Горки В Кавказском Соусе из свинины категории А охлажденный	469.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Рёбра	Рёбрышки свиные Черкизово По-бельгийски для запекания охлаждённые	449.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Крылышки	Крылья куриные в маринаде	399.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Крылышки	Крылышко утки Утиная Ферма Оригинальное в маринаде охлаждённое	229.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Стейки	Эскалоп в можжевеловом маринаде	439.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Шницель	Шницель куриный Троекурово рубленый в панировке охлаждённый, 350г	159.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Остальное	Бекон из свинины Ближние Горки для жарки охлаждённый, 260г	145.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Остальное	Наггетсы Троекурово куриные охлаждённые, 350г	119.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Остальное	Голубцы с мясом и рисом	63.00
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Остальное	Стрипсы из мяса индейки Пава-Пава охлаждённые, 450г	279.99
https://www.perekrestok.ru/cat/c/135/polufabrikaty	Остальное	Карбонад свиной Ближние Горки для запекания в классическом соусе категория А охлаждённый	499.99
https://www.perekrestok.ru/cat/c/139/svinina	Стейки	Эскалоп свиной Перекрёсток без кости	429.99
https://www.perekrestok.ru/cat/c/139/svinina	Стейки	Медальон из свиной вырезки	469.99
https://www.perekrestok.ru/cat/c/139/svinina	Стейки	Эскалоп свиной Черкизово охлаждённый, 500г	289.00
https://www.perekrestok.ru/cat/c/139/svinina	Окорок	Окорок свиной на кости	289.99
https://www.perekrestok.ru/cat/c/139/svinina	Окорок	Окорок свиной без кости Перекрёсток	319.99
https://www.perekrestok.ru/cat/c/139/svinina	Шейка	Шейка свиная без кости Перекрёсток	399.99
https://www.perekrestok.ru/cat/c/139/svinina	Шейка	Свиная шейная часть на кости	339.99
https://www.perekrestok.ru/cat/c/139/svinina	Шейка	Шейка свиная категория А охлажденная Маркет	499.99
https://www.perekrestok.ru/cat/c/139/svinina	Вырезка	Свинина духовая без кости Перекрёсток	389.99
https://www.perekrestok.ru/cat/c/139/svinina	Вырезка	Вырезка свиная Перекрёсток	499.00
https://www.perekrestok.ru/cat/c/139/svinina	Вырезка	Вырезка свиная категория А охлажденная Маркет	519.99
https://www.perekrestok.ru/cat/c/139/svinina	Вырезка	Медальоны свиные Мираторг Tender Pork категории А охлаждённые, 250г	209.99
https://www.perekrestok.ru/cat/c/139/svinina	Вырезка	Вырезка свиная Черкизово категории А охлаждённая	549.00
https://www.perekrestok.ru/cat/c/139/svinina	Корейка	Корейка свиная без кости Перекрёсток	339.99
https://www.perekrestok.ru/cat/c/139/svinina	Корейка	Корейка свиная Перекрёсток с костью	369.99
https://www.perekrestok.ru/cat/c/139/svinina	Корейка	Корейка свиная на кости	299.99
https://www.perekrestok.ru/cat/c/139/svinina	Рёбра	Ребрышки свиные категории Б охлажденные Маркет	319.99
https://www.perekrestok.ru/cat/c/139/svinina	Рёбра	Рёбрышки свиные Черкизово из корейки категории Б охлаждённые	499.99
https://www.perekrestok.ru/cat/c/139/svinina	Рёбра	Рёбрышки свиные Мираторг охлаждённые	429.00
https://www.perekrestok.ru/cat/c/139/svinina	Грудинка	Грудинка свиная Перекрёсток на кости	299.99
https://www.perekrestok.ru/cat/c/139/svinina	Грудинка	Грудинка свиная	299.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Гуляш из свинины Перекрёсток без кости	379.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Поджарка свиная	369.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Шницель отбивной в панировке	379.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Котлеты из свинины Перекрёсток отбивные без кости	499.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Эскалоп свиной категории А охлажденный Маркет, 400г	229.99
https://www.perekrestok.ru/cat/c/139/svinina	Остальное	Поджарка свиная категории А охлажденная Маркет, 400г	209.99
https://www.perekrestok.ru/cat/c/145/fars	Говядина	Фарш Мираторг говяжий категории Б охлажденный, 400г	249.99
https://www.perekrestok.ru/cat/c/145/fars	Говядина	Фарш Перекрёсток говяжий	589.99
https://www.perekrestok.ru/cat/c/145/fars	Говядина	Фарш Черкизово домашний полуфабрикат охлаждённый, 400г	169.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина	Фарш Ближние Горки деревенский охлаждённый категория В, 400г	149.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина	Фарш свиной Черкизово Крестьянский охлаждённый, 400г	129.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина	Фарш Перекрёсток свиной	339.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Ближние Горки деревенский охлаждённый категория В, 400г	149.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Перекрёсток домашний	489.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш свино-говяжий Мираторг домашний, 400г	199.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Мираторг любительский охлаждённый, 400г	209.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш свино-говяжий Шеф Перекрёсток домашний полуфабрикат рубленый охлаждённый категория Б, 400г	179.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Ближние Горки по-домашнему охлаждённый категория Б, 400г	189.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Останкино Классический, 700г	259.99
https://www.perekrestok.ru/cat/c/145/fars	Свинина-Говядина	Фарш Taurus из мраморной говядины и свинины, 400г	249.99
https://www.perekrestok.ru/cat/c/145/fars	Курица	Фарш Куриный из филе грудки охлаждённый Зелёная Линия, 400г	159.99
https://www.perekrestok.ru/cat/c/145/fars	Курица	Фарш куриный Петелинка Премиум из филе грудки, 450г	174.99
https://www.perekrestok.ru/cat/c/145/fars	Курица	Фарш куриный Перекрёсток из филе грудки	459.99
https://www.perekrestok.ru/cat/c/145/fars	Курица	Фарш Мираторг из мяса птицы рубленный неформованный охлаждённый, 400г	174.99
https://www.perekrestok.ru/cat/c/145/fars	Курица	Фарш Перекрёсток куриный	379.99
https://www.perekrestok.ru/cat/c/145/fars	Индейка	Фарш Пава-Пава Нежный из мяса индейки охлажденный, 450г	149.99
https://www.perekrestok.ru/cat/c/145/fars	Индейка	Фарш индейки Индилайт Деликатесный охлаждённый, 450г	269.99
https://www.perekrestok.ru/cat/c/145/fars	Индейка	Фарш из индейки	499.99
https://www.perekrestok.ru/cat/c/145/fars	Телятина	Фарш из телятины Мясо Есть! охлаждённый, 400г	279.99
https://www.perekrestok.ru/cat/c/145/fars	Телятина	Фарш из розовой телятины Мираторг полуфабрикат охлаждённый, 400г	299.99
https://www.perekrestok.ru/cat/c/145/fars	Кролик	Фарш Мясоедово из мяса кролика охлажденный	979.99
https://www.perekrestok.ru/cat/c/145/fars	Баранина	Фарш бараний Эколь халяль, 400г	249.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Печень	Печень куриная An-Noor Халяль охлаждённая, 490г	144.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Печень	Печень цыплёнка-бройлера Петелинка охлаждённая, 500г	173.00
https://www.perekrestok.ru/cat/c/141/subprodukty	Печень	Печень индейки охлаждённая Маркет, 500г	269.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Печень	Печень говяжья Перекрёсток дефростированная	339.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Печень	Печень ЦБ Троекурово охлажденная, 500г	154.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Сердце	Сердце цыплят-бройлеров Петелинка охлаждённое, 500г	279.00
https://www.perekrestok.ru/cat/c/141/subprodukty	Сердце	Сердечки Первая Свежесть цыпленка-бройлера, 450г	209.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Желудки	Желудки куриные Петелинка мышечные охлаждённые, 500г	154.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Шеи	Шея утёнка Озёрка охлаждённая	189.99
https://www.perekrestok.ru/cat/c/141/subprodukty	Язык	Язык говяжий Перекрёсток дефростированный	659.99
https://www.perekrestok.ru/cat/c/144/holodcy	Остальное	Холодец Ремит из свинины и говядины, 400г	179.99
https://www.perekrestok.ru/cat/c/144/holodcy	Остальное	Холодец говяжий Зелёная Линия, 300г	209.99
https://www.perekrestok.ru/cat/c/144/holodcy	Остальное	Холодец Деревенский Маркет Перекрёсток, 300г	219.99
https://www.perekrestok.ru/cat/c/144/holodcy	Остальное	Холодец из курицы Нежный Маркет, 300г	179.99
https://www.perekrestok.ru/cat/c/144/holodcy	Остальное	Холодец Ремит из индейки и курицы, 400г	349.99
https://www.perekrestok.ru/cat/c/779/studni	Остальное	Студень Рублёвский Классический охлаждённый варёный, 380г	199.99
https://www.perekrestok.ru/cat/c/779/studni	Остальное	Индейка Bahar с артишоками, 165г	259.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Рекомендуем	Колбаса сырокопчёная Сальчичон полусухая Маркет, 100г	119.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Рекомендуем	Колбаса варёная Молочная категория Б Маркет Перекрёсток, 500г	319.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Ближние Горки Докторская категория А	39.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Докторская варёная категории А в натуральной оболочке синюге Маркет Collection	739.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Докторская категория А Маркет Перекрёсток, 500г	329.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Молочная категория Б Маркет Перекрёсток, 500г	319.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Клинский Докторская, 190г	129.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Вязанка Сливушка вареная, 375г	139.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Клинский Докторская категория А, 400г	349.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Папа Может Мясная, 500г	149.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Вязанка Молокуша вареная, 450г	319.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Велком Докторская вареная категории А, 400г	339.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная МД Бородина Докторская высший сорт, 500г	239.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Черкизово Классическая, 200г	159.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Вязанка Докторская вареная категория А, 370г	329.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Вязанка Филейская Классическая вареная, 450г	319.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная КампоМос Докторская категория А, 300г	209.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Заповедные продукты Докторская высшего сорта	189.95
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Клинский Докторская категория А	85.90
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Рублевский Докторская категория А	999.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная из мяса птицы для питания детей Зелёная Линия, 240г	249.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Велком Телячья категория А, 500г	399.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Мясной Дом Бородина Докторская вареная категории А, 190г	139.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Мясницкий Ряд Русская категория Б	49.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Ближние Горки Докторская, 450г	389.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная МД Бородина Докторская	99.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса ливерная Ближние Горки Яичная категория А, 300г	239.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная МД Бородина Любительская высший сорт	114.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Мясной Дом Бородина молочная категория Б	104.90
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Велком Любительская, 500г	419.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная МД Бородина Сливочная категория Б, 400г	219.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Велком Языковая кусок, 500г	429.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Рублевский Любительская категория А	699.90
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Клинский телячья	112.90
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Ремит Докторская вареная категории А нарезка, 150г	164.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Велком Докторская высший сорт	461.58
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Окраина Докторская	79.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Ремит Докторская мясной продукт категория А	524.50
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Дымов Докторская категория А	58.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная МД Бородина Докторская категория А	271.96
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Высший Вкус со вкусом Докторской пшеничная, 400г	294.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Рублевский Докторская	109.90
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Мясной Дом Бородина любительская, 400г	489.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Gunters Мортаделла Премиум с языком категории Б, 120г	219.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Окраина Столичная вареное категории А	979.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса ливерная Рублевский Яичная	1 049.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Царицыно Докторская особая Халяль, 500г	209.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Окраина Докторская	98.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Сафа говяжья халяль категории Б, 500г	299.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Идель Султанская из мяса птицы вареная, 400г	129.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Высший Вкус со вкусом ветчины пшеничная, 400г	339.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Мясницкий Ряд Для завтрака	56.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Царицыно Особая с телятиной Халяль, 500г	199.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Велком Языковая	86.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Агросила Елецкая халяль, 600г	229.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Рахмат Кавказская из мяса птицы вареная, 350г	109.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса Докторская вареная категории А	1 599.00
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Рузком Султан Премиум, 500г	144.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёная	Колбаса варёная Рузком Байрам, 300г	89.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Колбаса варёно-копчёная Ближние Горки Балыковая	54.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Сервелат варёно-копчёный Рублевский Московский, 350г	409.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Сервелат варёно-копчёный Папа Может Зернистый, 350г	169.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Сервелат варёно-копчёный Останкино Зернистый, 420г	189.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Сервелат варёно-копчёный Папа Может Финский, 420г	339.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Сервелат варёно-копчёный Останкино Российский, 420г	189.99
https://www.perekrestok.ru/cat/c/133/kolbasa	Варёно-копченая	Колбаса Черкизово Сервелат Финский варено-копченая, 150г	89.99
